stop_no,stop_name,line_con,Longitude,Latitude,x,y
52904,Westbound Brentlawn Dr @ Fairlawn Dr,134,-123.000223,49.270171,-13692322.191819096,6320828.716593801
52905,Eastbound W Hastings St @ Carrall St,014; 016; 020; N20; N35,-123.104795,49.281469,-13703963.093610331,6322756.448581015
52908,Southbound Holdom Ave @ Hastings St,129,-122.981029,49.279971,-13690185.52551281,6322500.825513664
52909,Southbound Holdom Ave @ Georgia St,129,-122.981038,49.277852,-13690186.527388226,6322139.246463679
52910,Southbound Holdom Ave @ Parker St,129,-122.981168,49.275162,-13690200.99892203,6321680.256266832
52911,Southbound Holdom Ave @ Charles St,129,-122.981223,49.272526,-13690207.121494023,6321230.50428167
52936,Northbound Holdom Ave @ Sumas St,129; 136,-122.981093,49.266541,-13690192.649960222,6320209.438104506
52937,Northbound Holdom Ave @ Halifax St,129,-122.981077,49.268316,-13690190.868848369,6320512.247651085
52938,Northbound Holdom Ave @ Winch St,129,-122.98107,49.270142,-13690190.089611934,6320823.769009338
52939,Northbound Holdom Ave @ Kitchener St,129,-122.981061,49.271944,-13690189.087736515,6321131.207196098
52943,Westbound Pender St @ Willingdon Ave,130,-123.004372,49.280153,-13692784.0563864,6322531.882107471
52945,Northbound Gamma Ave @ Pandora St,132,-122.994624,49.283114,-13691698.913990144,6323037.16510043
52946,Northbound N Gamma Ave @ Empire Dr,132,-122.994536,49.285877,-13691689.117874956,6323508.687538793
52947,Eastbound Empire Dr @ Delta Ave,132,-122.991608,49.283521,-13691363.174405912,6323106.620419923
52948,Northbound Hythe Ave @ Empire Dr,132,-122.990457,49.283312,-13691235.04567201,6323070.954103175
52949,Eastbound Dundas St @ Hythe Ave,132,-122.989844,49.28445,-13691166.806824151,6323265.158173996
52950,Northbound N Glynde Ave @ Dundas St,132,-122.989013,49.284756,-13691074.300327305,6323317.379013899
52951,Eastbound Cambridge St @ N Glynde Ave,132,-122.988457,49.286326,-13691012.40669042,6323585.314563973
52952,Eastbound Cambridge St @ N Springer Ave,132,-122.987186,49.286306,-13690870.919617623,6323581.901318607
52953,Eastbound Cambridge St @ N Ranelagh Ave,132,-122.985645,49.286264,-13690699.376282314,6323574.733507836
52954,Eastbound Cambridge St @ N Grosvenor Ave,132,-122.984345,49.286257,-13690554.66094428,6323573.538873302
52955,Westbound Dundas St @ N Howard Ave,132,-122.984177,49.284462,-13690535.95926983,6323267.206043967
52956,Westbound Dundas St @ N Springer Ave,132,-122.988122,49.284493,-13690975.114661008,6323272.496377028
52957,Westbound Dundas St @ N Hythe Ave,132,-122.990254,49.284554,-13691212.447815375,6323282.906396958
52958,Westbound Empire Dr @ Hythe Ave,132,-122.990956,49.283244,-13691290.594097914,6323059.349783904
52959,Westbound Empire Dr @ Delta Ave,132,-122.992289,49.284197,-13691438.982979145,6323221.982364829
52960,Southbound N Gamma Ave @ Cambridge St,132,-122.994722,49.285732,-13691709.823300242,6323483.94176658
52961,Southbound Gamma Ave @ Pandora St,132,-122.994724,49.282511,-13691710.045939226,6322934.263064197
52963,Southbound Willingdon Ave @ Kitchener St,130,-123.003302,49.271623,-13692664.944531249,6321076.4407480955
52964,Northbound Boundary Rd @ Albert St,131,-123.02331,49.28231,-13694892.22490304,6322899.962665077
52965,Northbound Boundary Rd @ Triumph St,131,-123.023268,49.284094,-13694887.549484428,6323204.40492494
52966,Northbound N Boundary Rd @ Oxford St,131,-123.023238,49.285924,-13694884.209899705,6323516.7085978165
52967,Southbound N Esmond Ave @ McGill St,131,-123.020951,49.287961,-13694629.622224258,6323864.35205604
52968,Eastbound Eton St @ N Ingleton Ave,131,-123.018147,49.287392,-13694317.482372075,6323767.242545715
52969,Eastbound Eton St @ N MacDonald Ave,131,-123.015799,49.287379,-13694056.104207693,6323765.023888103
52970,Eastbound Eton St @ N Gilmore Ave,131,-123.013693,49.287363,-13693821.665360082,6323762.293233375
52971,Eastbound Eton St @ N Carleton Ave,131,-123.010734,49.287342,-13693492.270986823,6323758.709250398
52972,Eastbound Eton St @ N Madison Ave,131,-123.008078,49.287303,-13693196.606419276,6323752.053286055
52975,Southbound N Willingdon Ave @ Cambridge St,131,-123.003094,49.286146,-13692641.790077165,6323554.595405494
52976,Southbound Willingdon Ave @ Dundas St,131,-123.00312,49.284404,-13692644.684383923,6323257.308010398
52977,Southbound Willingdon Ave @ Pandora St,131,-123.003151,49.282482,-13692648.135288138,6322929.314241766
52978,Northbound Willingdon Ave @ Albert St,131,-123.003044,49.282191,-13692636.224102624,6322879.655529494
52979,Northbound Willingdon Ave @ Triumph St,131,-123.003012,49.283992,-13692632.66187892,6323186.99817599
52980,Northbound N Willingdon Ave @ Penzance Dr,131,-123.002948,49.2858,-13692625.537431508,6323495.54667138
52983,Westbound Eton St @ N Madison Ave,131,-123.008917,49.287403,-13693290.003472053,6323769.119871846
52984,Westbound Eton St @ N Carleton Ave,131,-123.011609,49.287419,-13693589.675541269,6323771.850528784
52985,Westbound Eton St @ N Gilmore Ave,131,-123.014389,49.287444,-13693899.143725676,6323776.1171820285
52986,Westbound Eton St @ N MacDonald Ave,131,-123.016452,49.287464,-13694128.79583518,6323779.530506181
52988,Southbound N Boundary Rd @ Eton St,131,-123.02361,49.287261,-13694925.620750278,6323744.8853303455
52989,Southbound N Boundary Rd @ Cambridge St,131,-123.023627,49.286231,-13694927.51318162,6323569.101660801
52990,Southbound Boundary Rd @ Dundas St,131,-123.023659,49.284524,-13694931.075405326,6323277.786713417
52991,Southbound Boundary Rd @ Pandora St,131,-123.023697,49.282683,-13694935.305545976,6322963.614760522
53061,Eastbound Dover St @ Nelson Ave,144,-122.993592,49.229848,-13691584.032275649,6313952.1635951605
53062,Eastbound Oakland St @ Royal Oak Ave,144,-122.988023,49.229774,-13690964.094031418,6313939.549037538
53063,Eastbound Oakland St @ Denbigh Ave,144,-122.9837,49.229538,-13690482.85987272,6313899.318952952
53094,Westbound Oakland St @ Oakdale Rd,144,-122.986269,49.229706,-13690768.839644564,6313927.957298542
53095,Westbound Dover St @ Royal Oak Ave,144,-122.989632,49.229977,-13691143.207092104,6313974.153882683
53301,Eastbound Lougheed Hwy @ Douglas Rd,136; N9,-122.991151,49.264976,-13691312.30139862,6319942.462949091
53309,Westbound Lougheed Hwy @ Holdom Ave,129; 133; 136; N9,-122.982086,49.265095,-13690303.190214576,6319962.762998917
53312,Burrard Station @ Bay 6,R5,-123.118293,49.28616,-13705465.684097055,6323556.984669353
53391,Westbound E Hastings St @ Main St,014; 016; 020; R5,-123.099363,49.281426,-13703358.40613634,6322749.1108279815
53392,Westbound W Hastings St @ Abbott St,R5,-123.10684,49.282004,-13704190.741969002,6322847.744415444
54444,Westbound W Georgia St @ Homer St,240; 241; 246; 247; N24,-123.115491,49.280921,-13705153.766883856,6322662.935369965
54445,Westbound W Georgia St @ Seymour St,257,-123.117372,49.28214,-13705363.15884604,6322870.952486389
54446,Westbound W Georgia St @ Burrard St,240; 241; 246; 247; N24,-123.121449,49.284777,-13705817.00841,6323320.962808912
54447,Westbound W Georgia St @ Bute St,240; 241; 246; 247; N24,-123.125567,49.287432,-13706275.422073089,6323774.069188202
54448,Westbound W Georgia St @ Broughton St,240; 241; 246; 247; 250; 253; 254; N24,-123.128526,49.289356,-13706604.816446343,6324102.437232061
54473,Eastbound W Georgia St @ Richards St,240; 241; 246; 247; N24,-123.115989,49.280989,-13705209.20399027,6322674.539142598
54824,Marpole Loop @ Bay 4,010; 100,-123.135845,49.20366,-13707419.56379946,6309489.153194135
54826,Northbound Granville St @ W 10 Ave,010; 014; 016; N10,-123.138458,49.2631,-13707710.441628903,6319622.44510346
54828,Southbound Howe St @ W Pender St,209; 210; 211; 214,-123.116768,49.284791,-13705295.921873596,6323323.352006436
54830,Southbound Howe St @ W Georgia St,004; 007; 010; 014; 016; 050; N10; N17; N9,-123.119595,49.282906,-13705610.622074071,6323001.669728522
54831,Southbound Howe St @ Robson St,004; 007; 010; 014; 016; 050; N10; N17; N9,-123.121239,49.281831,-13705793.631316936,6322818.222476514
54832,Southbound Howe St @ Nelson St,004; 007; 010; 014; 016; 050; N10; N17; N9,-123.124449,49.279698,-13706150.966882382,6322454.24083785
